number,tweet (actual tweet text will defer. Open txt file instead),polarity
1058,"b'https://t.co/Jbx3TL9Kmd: Police search for male suspect after robbery of H&amp;R Block in Thunder Bay, Ont. [https://t.co/Lye7Wth2bV] #tbay'",negative
1059,b'@Franktmcveety And keep these savages out of Canada!',positive
1060,"b'Yep, this is one of the reasons I am so disappointed in the main stream media. We do it in Canada too, not quite so bad. https://t.co/amSfSAqczM'",negative
1061,b'@abrudtkuhl It\xe2\x80\x99s not a problem for competition because it\xe2\x80\x99s a problem for *me*. It\xe2\x80\x99s a problem for competition because it\xe2\x80\x99s a problem for Spotify.\n\nThis argument is like saying \xe2\x80\x9cwell if you don\xe2\x80\x99t like the President why don\xe2\x80\x99t you just move to Canada?\xe2\x80\x9d\n\nThe tradeoffs are way more complicated.',negative
1062,"b'Calling out student names daily in the morn is known as ""attendance"" in Canada &amp; I guess roll call in India...In Canada, we have students from around the world, therefore the diversity in names:) #formerteacherforOver10years'",positive
1063,b'They\xe2\x80\x99re also amongst the best in Canada (and part of my daily news routine). https://t.co/tlL9yEgJat',positive
1064,"b""Canada's New #1 Sport is.... tennis??\nhttps://t.co/Vp2k9YcmWc""",positive
1065,b'Ontario to ban cellphones in classrooms next school year | CBC News https://t.co/UB1OrDon7W',positive
1066,b'Ontario to ban cellphones in classrooms next school year | CBC News https://t.co/UB1OrDon7W',positive
1067,"b'@realDonaldTrump @foxandfriends https://t.co/YRfkpZaOMu\n\nGreenpeace Canada,1981 and 1986,\xc2\xa0he broke away from Greenpeace ..\xe2\x80\x9dAccording to Greenpeace, \xe2\x80\x9cwhat Moore really saw was an opportunity for financial gain. Since then he has gone from defender of the planet to a paid representative of corporate polluters.\xe2\x80\x9d'",positive
1068,b'Koyo  @koyoband - Before',neutral
1069,b'We are so excited to be working collaboratively with @TheTorontoZoo to contribute to the Giant Panda Conservation Breeding Program &amp; the artificial insemination of Er Shun! \xf0\x9f\x90\xbc See how they have been instrumental in this process &amp; what goes into shipping panda sperm across Canada! https://t.co/YqYJrLTRxU',positive
1070,b'@TomTSEC @JustinTrudeau @AndrewScheer @MaximeBernier @theJagmeetSingh It\xe2\x80\x99s not looking good for Canada.',positive
1071,b'@merry123459 Canada was never named the best country to live with Harper it joined the list of the corrupt why is the media trying to bring back Canada\xe2\x80\x99s this hateful racist bastard on Canadians terror alerts and fear of Islam must sell lots of papers hate for black people must sell papers https://t.co/vs9rVlp4R1',negative
1072,"b'@kumarmanish9 @ShrutiKushwah @MEAIndia @SushmaSwaraj @CanadainIndia @Canada @ShrutiKushwah yes please DM , I shall talk to anyone who can be helpful in this case.'",positive
1073,"b""REgardless of where we are in the world, we are receiving pushback, Canada's calls for a multilateral approach to countering cyber attacks on women's voices.  @MaryamMonsef #womeninpower #CSW63""",negative
1074,"b'Proposed Canadian travel regulations for people with disabilities don\xe2\x80\x99t go far enough, critics say https://t.co/cfrM3EofQu'",positive
1075,b'Hi! This is a terrible idea!\n\nhttps://t.co/AksjPhKmvS',negative
1076,b'Join #CCBC in #Toronto on Mar. 19 for an in-depth discussion on the elements that are critical to creating and developing successful business relationships in the #education sector. #CanadaChina #Cdnbiz\n\nGet more details and register \xf0\x9f\x94\x97https://t.co/GKulKEJ0yJ https://t.co/nHKHx9caRR',positive
1077,"b""Mayor says no 2-way GO service in Hamilton until 2031, demands Metrolinx 'do better' #toronto #booming https://t.co/oR2UcgpuVy""",positive
1078,b'Jussie Smollett: Chicago grand jury charges US actor over hate hoax https://t.co/06yToK4fBV https://t.co/Ufc2ALOs35',negative
1079,"b""$4.95 a month is all you need for Canada's most affordable home phone service! Learn more at https://t.co/d8n0zOGrRq OR call us Toll-Free: +1 (855) 553-6646 (Mon-Fri 9am-4pm EDT). Check us out at @Fongo_Mobile https://t.co/RVin2zm6No""",positive
1080,b'ARC Preview \xe2\x80\x93 USA vs Canada - Americas Rugby News https://t.co/BlOKP1WsLZ https://t.co/HMXnBc173W',positive
1081,"b""\xf0\x9f\x92\xb0\xf0\x9f\x8d\x81 Hey #Canada you could #win $1,000 worth of #free #contactlenses. No purchase req'd just enter #today #giveaway  https://t.co/1tOMr643Mr""",positive
1082,b'@jknutson07 I looked this patrick Moore guy up and read that in 1977 he was elected President of Greenpeace Canada after the previous guy stepped down.',positive
1083,"b'@emilia_suze Focusing on the huge value of SNC-Lavalin and Justin Trudeau @JustinTrudeau to Canada and the big picture, we must support innovation and primary companies else we will be left with a few jobs and foreign supervision. #cdnpoli'",positive
1084,b'You all ever look at Brexit and Trump and just feel grateful for Canada\n\n#TuesdayThoughts',positive
1085,b'@thesmacleodshow @Tim_Bousquet @WayeMason @LookitsLeah @sandymcclearn @SamAustinD5 Winter in Canada',neutral
1086,"b'@theresa_may Why can\xe2\x80\x99t you have the draft ready and sign it at 00:00:01 on 30 March?\nThe EU is incapable of talking to a member of the EU about trade, but it can talk for years to Canada and Japan? What a croc of shit.\n#hardBrexit #debate #crocofshit'",negative
1087,b'Win your Mercury Motor Sale - Below Boat Show Pricing-Limited Quantity-One of the lucky 16 people that purchase one of these on sale motors is going to win their motor. Jim Gilbert\xe2\x80\x99s Wheels &amp; Deals #MercuryOutboards #Fishing #Boating - Canada\xe2\x80\x99s... https://t.co/aOobsLmWCX',positive
1088,"b""@farjad99 I believe this was in Canada! I know most of you think Canada is part of the US but that's not true all the time ;)""",positive
1089,"b'Here we go. The loony lefties are having a stroke over @ POTUS using a statement on the fraudulent nature of Climate change by Patrick Moore, former Canada Greenpeace president. The left immediately goes into destroy Dr. Moore mode. I\xe2\x80\x99m shocked \xf0\x9f\x99\x84. Fact is there (1 of several).'",positive
1090,"b'@HillReporter Find the one he repeatedly insulted Canada \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 wants to make a parking for American cars.... Crossfire, useless Country he says..'",positive
1091,"b'Patrick Moore frequently portrays himself as a founder or co-founder of Greenpeace, and many news outlets have repeated this characterization. Although Mr. Moore played a significant role in Greenpeace Canada for several years, he did not found Greenpeace https://t.co/sTMG3PkemF'",positive
1092,"b""Is it a coincidence that Canadian oil exports dropped 29% while the oil imports increased 33%, or is Turdeau trying to destroy Canada and it's economy? https://t.co/gViaKaInyK""",negative
1093,"b'@washingtonpost Canada needs to be next.  Hear that @AirCanada and @WestJet?  Canada has a significant portion of these planes.  What if the next crash happens in Canada?  You too, @TSBCanada, pay attention and ground these planes now.  #737MAX8'",positive
1094,b'@UwU_whitetiger @_Pure_Luxury_ Not in canada',neutral
1095,b'bring arcades to canada please https://t.co/wrMnmmtgjL',positive
1096,"b'@tleehumphrey That is an amazing story that every Canadian should hear. The PPCLI did Canada proud then, and still do today. #Salute'",positive
1097,"b'@tleehumphrey That is an amazing story that every Canadian should hear. The PPCLI did Canada proud then, and still do today. #Salute'",positive
1098,b'Making amazing new friends at #Rainmaker19 and sharing some coffee and Canada love! #coffeeisforclosers #proposify https://t.co/eRUKQlt1M4',positive
1099,"b'Asshat climate change denier Patrick Moore who called AOC a ""fucking little twit"" wasn\'t even a co-founder of Greenpeace. He\'s been a paid lobbyist for polluters ever since he flipped out and left Greenpeace Canada in 1986. https://t.co/ZqOj3OqjBC'",positive
1100,"b""@TheTorontoSun No we don't need to hear for JWL again. I've heard enough. We need to remove Trudeau and his Liberals from OFFICE and send them packing the hell out of Canada! THEY ARE UNCANADIAN!""",negative
1101,b'As #StormGareth approaches we have a very timely offer of \xc2\xa350 off selected coats @ctshirts in Canada Place #CanaryWharf https://t.co/rUVrS9OWXi https://t.co/6YUv7IMEiI',positive
1102,b'@queerthoughts Did you see the excellent interview with Joyce Murray? Do you realize how little support there is in Canada for electoral reform? Do you know that a referendum in BC for electoral reform was lost by a substantive margin?\n\nI hope the issue is brought back. It\xe2\x80\x99s worth discussing.',positive
1103,b'Fell Below 50 DMA today: $GOOS $MG ... https://t.co/V4ChwJuMBC',positive
1104,"b""Dick's Lumber Port Kells, Surrey, B.C. Canada Company Description: Lumber Distribution Center and EWP. Position Available: Forklift Operator. Job Type: Full-time Shift: Variable Shifts Job Reference# 800 https://t.co/nRscpcXGAq \xe2\x80\xa6 #Vancouver, #SurreyBC, #Langley, #Burnaby, #GVRD https://t.co/rM5yvs3dwM""",positive
1105,"b""It's great to see so many Canadian cities involved!!!  Hoped to see Abbotsford on the map...maybe next time?  #YouthStrike4Climate #Canada #BC #ClimateChangeIsReal https://t.co/DggqMDA9Hl""",positive
1106,b'Win your Mercury Motor Sale - Below Boat Show Pricing-Limited Quantity-One of the lucky 16 people that purchase one of these on sale motors is going to win their motor. Jim Gilbert\xe2\x80\x99s Wheels &amp; Deals #MercuryOutboards #Fishing #Boating - Canada\xe2\x80\x99s Huggable Car &amp; PowerSports Dealer https://t.co/5gNlruuz8G',positive
1107,b'P.E.I. community groups receive funding to benefit women and girls | CBC News https://t.co/WnsZ6PYAGh',positive
1108,"b'Every time one of my loved ones boards a plane, I get irrationally anxious that I will never get to see them again\xe2\x80\xa6 My mom is boarding a #Boeing737Max tomorrow night &amp; now @AirCanada, my fear is a lot less irrational... Please Canada, do the right thing and ground these planes. https://t.co/OJD4VRqK2U'",positive
1109,"b'@Lumberist @WBrettWilson Numbers getting mixed up, 900.000 is the amount of illegal immigrant freeloaders they brought into Canada.'",positive
1110,b'New 52 Week Low today: $MEK ... https://t.co/UrW6BU5fHw',positive
1111,b'You will have to forgive me if I don\xe2\x80\x99t feel assured by Canada\xe2\x80\x99s \xe2\x80\x98confidence\xe2\x80\x99  in the safety of these planes given the profit-centric decisions of late. \xe2\x81\xa6@JustinTrudeau\xe2\x81\xa9  https://t.co/4r6YtSRmw2',positive
1112,"b'Wait...was Lisa Raitt the worst Minister of Labour Canada ever had?  In the Harper gov?  Yes, I believe this is the same person #Credibility https://t.co/VYaNtrdsa7'",positive
1113,b'New 52 Week High today: $CBO $XCB $SHOP ... https://t.co/m4zrvyx6DM',positive
1114,"b'Canada should be put above all international orgs or other countries, no oath of allegiance to any country or org! Anyone who wants to hold the honorable seat of Prime Minister should be AUTOMATICALLY DISQUALIFIED IF FOUND SUPPORTING A FOREIGN TERRORIST GROUP! https://t.co/A7lknfSxaV'",positive
1115,b'Ontario to ban cellphones in classrooms next school year\n#EdTech #AbEd #ASBA #ASCA #ATA\n https://t.co/j4PbP6Ji1z',positive
1116,"b""Of course Canada will be one of the last to act on this. Can't upset an American company. https://t.co/7lyseSqMen""",negative
1117,b'BBC News - US &amp; Canada: Actors call for more black hairstylists in Hollywood https://t.co/GlRkDsI9sB',positive
1118,"b""@3rdPeriodSuits I'm surprised people in the hockey world are this upset, and I'm calling faux-outrage on this. There isnt a man alive in canada who hasn't said or heard words like that at the rink. \nIts immaturity not homophobia, let's not pretend otherwise.\n\nLet's get off our high horses here.""",positive
1119,"b""Air Canada / Air Canada Rouge #1807 (B763) departed Juan Santamaria Int'l (SJO) at 08:45AM CST enroute to Toronto Pearson Int'l (YYZ) for an estimated arrival at 03:13PM EDT https://t.co/Jr866cJM6r #flightaware""",positive
1120,"b'Yet another ableist technology policy, this time at the junior/highschool level. https://t.co/hxEJreuHKe'",positive
1121,"b'Not sure why, but Ayn Rand is trending in Canada. https://t.co/dxbQIRNUOd'",positive
1122,"b'The 2019 Social EnterPrize = prize $, profile, &amp; case study to help Canada\xe2\x80\x99s amazing social enterprise\xe2\x80\x99s get to the next level. Apply now!! https://t.co/lUg6EpxheU  #socent #entrepreneur #SocialEnterPrize #SocEntPrize'",positive
1123,b'4 problems with Canada\xe2\x80\x99s mortgage stress tests that are hurting homebuyers and the economy https://t.co/6mJjhylZwf',negative
1124,b'#ThrowbackTuesday #Hayters Mikalyn @MikalynMusic #fblive performing Anyway @BelcourtTaps in #Nashville 2/12/17\nhttps://t.co/goNJSGcVUg\n#Canadian #pianist #keyboardist #vocalist #piano #Yamaha #keyboard #voice #talent #Ontario #indie #musician #Canada #singer #songwriter #Mikalyn https://t.co/Tapbh5Cqzh',positive
1125,b'@PrimeMediaUS releasing #SuperDeluxe in USA &amp; Canada on 29th March. Go crazy!\n\n@itisthatis @Samanthaprabhu2 @VijaySethuOffl @thisisysr https://t.co/DjDo2ipunV',positive
1126,b'Glaucoma is one of the leading causes of blindness in Canada. An eye exam with your optometrists is the only way to detect the disease. Time for your annual appointment? https://t.co/pXeHRkK8TU',negative
1127,b'A Key Step for Prosperity - Greater Charlottetown Area Chamber of Commerce wants small business tax cuts | CBC News https://t.co/b6wkyDSeuP',positive
1128,b'@AndersBjork10 @CanadaSoccerEN @CNationsLeague @1BCSoccer @AlbertaSoccer @OntarioIsSoccer @SoccerQuebec @WhitecapsFC @impactmontreal @torontofc @LAFC @OrlandoCitySC Lol yea that would be nice.  One of the young Canadian boys should pay him a visit and show all the young talent Canada has.  Just might be hard I think he was the captain on the England youth teams he was on.',positive
